Reporting year,Commitment date (dd-mm-yyyy),Reporting country / organisation,Extending agency,CRS Identification N°,Donor project N°,Nature of submission,Recipient country,Channel of delivery name,Channel code,Bi/Multi,Type of flow (main DAC 1 category),Type of finance,Type of aid,Short description / Project title,Sector / Purpose code,Geographical target area,Expected starting date ,Expected completion date,Description,Gender equality,Aid to environment,PD/GG,Trade Development,FTC,PBA,Investment,AF,Biodiversity,Climate change - mitigation,Climate change - adaptation,Desertification,Currency,Commitments,Amounts extended,USD_commitment in millions,USD_disbursement in millions,ODA grant equivalent,Amounts received (for loans: only principal),Amount untied,Amount partially untied,Amount tied,Amount of IRTC,"** If project type, amount of experts-commitments","** If project type, amount of experts-extended",Amount of export credit,Leveraging mechanism and role/position,Amounts mobilised from the private sector,Origin of the funds mobilised,"Type (EPP:1,annuity:2,lump sum:3,other:5)",Number of repayment per annum,Interest rate,Second interest rate,First repayment date (dd-mm-yyyy),Final repayment date (dd-mm-yyyy),Interest received,Principal disbursed and still outstanding,Arrears of principal (included in item 51),Arrears of interest,RMNCH,Capital Expenditure % (Voluntary),Discount Rate,GE,
2016,01/01/2016,21,1,2016000366,B1UGAPSD-PSDPRESDEV,8,285,Straight Talk Foundation,23000,1,10,110,C01,Programme Research & Development: Program Management: FACILITATION FOR WAD 2016,99810,,01/01/2016,31/12/2016,Programme Research & Development: Program Management: FACILITATION FOR WAD 2016,0,0,0,,,1,,,0,0,0,0,918,0.8,0.8, 0.00 , 0.00 ,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,1,2016000510,B1ZAMPSD-PSDCOMCHAL,8,288,Our Lady'S Hospice,23000,1,10,110,C01,"COMMUNITY CHALLENGE FUND: Programme Quality, Support & Devt: 2016 GRNT - OUR LADYS HOSPICE SUPPORT TO HIV PROJ",16064,,01/01/2016,31/12/2016,"COMMUNITY CHALLENGE FUND: Programme Quality, Support & Devt: 2016 GRNT - OUR LADYS HOSPICE SUPPORT TO HIV PROJ",1,0,1,,,1,,,0,0,0,0,918,25,25, 0.03 , 0.03 ,,,25,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,1,2016000513,B1ZAMPSD-PSDMICRO,8,288,Ranchhod Comm.Services & Hospice,23000,1,10,110,C01,"Microprojects - Programme Countries: Programme Quality, Support & Devt: HOM 2016 GRANT FUND TO RANCHODHOSPICE&OVC",16064,,01/01/2016,31/12/2016,"Microprojects - Programme Countries: Programme Quality, Support & Devt: HOM 2016 GRANT FUND TO RANCHODHOSPICE&OVC",1,0,1,,,1,,,0,0,0,0,918,2.08855,2.08855, 0.00 , 0.00 ,,,2.08855,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,1,2016000137,B1MOZOB1FSN-MOZOB1NUTCP,8,259,Dppf Inhambane,23000,1,10,110,C01,Nutrition Central And Provincial Responses.: Food Security and Nutrition: PAMRDC WorkShop,12240,Mozambique Inhambane province,01/01/2016,31/12/2016,Nutrition Central And Provincial Responses.: Food Security and Nutrition: PAMRDC WorkShop,0,0,0,,,1,,,0,0,0,0,918,1.07785,1.07785, 0.00 , 0.00 ,,,1.07785,,,,,,,,,,,,,,,,,,,,1,,,,
2016,01/01/2016,21,1,2016000348,B1UGAPSD-PSDMICRO,8,285,KAMPALA ARTS TRUST,23000,1,10,110,C01,Microprojects - Programme Countries: Program Management: KAMPALA ART BIENNALE 2016 ACTIVITYSUPPORT KLA ART BIENNALE 2016,99810,,01/01/2016,31/12/2016,Microprojects - Programme Countries: Program Management: KAMPALA ART BIENNALE 2016 ACTIVITYSUPPORT KLA ART BIENNALE 2016,0,0,0,,,1,,,0,0,0,0,918,0.42674,0.42674, 0.00 , 0.00 ,,,0.42674,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,1,2016000459,B1VIEOB4RP-VIEOB4RI,8,769,Vietnam Local Aid Recipient,23000,1,10,110,C01,Regional Initiatives (Vietnam/Laos PDR/Cambodia): Monitoring of school renovation projects Quang Tri DOFA,74010,,01/01/2016,31/12/2016,Regional Initiatives (Vietnam/Laos PDR/Cambodia): Monitoring of school renovation projects Quang Tri DOFA,0,0,1,,,1,,,0,0,0,0,918,0.4758,0.4758, 0.00 , 0.00 ,,,0.4758,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,1,2016000445,B1VIEOB4RP-VIEOB4RI,8,769,Vietnam Local Aid Recipient,23000,1,10,110,C01,Regional Initiatives (Vietnam/Laos PDR/Cambodia): 1st PMT for Renovating Vinh O primary school Vinh O primary school,74010,,01/01/2016,31/12/2016,Regional Initiatives (Vietnam/Laos PDR/Cambodia): 1st PMT for Renovating Vinh O primary school Vinh O primary school,0,1,1,,,1,1,,0,0,1,0,918,5.80371,5.80371, 0.01 , 0.01 ,,,5.80371,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,1,2016000441,B1VIEOB4RP-VIEOB4RI,8,769,Vietnam Local Aid Recipient,23000,1,10,110,C01,Regional Initiatives (Vietnam/Laos PDR/Cambodia): 1st PMT for Renovating Gio Mai primary school Gio Mai primary school,74010,,01/01/2016,31/12/2016,Regional Initiatives (Vietnam/Laos PDR/Cambodia): 1st PMT for Renovating Gio Mai primary school Gio Mai primary school,0,1,1,,,1,1,,0,0,1,0,918,5.80371,5.80371, 0.01 , 0.01 ,,,5.80371,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,1,2016000443,B1VIEOB4RP-VIEOB4RI,8,769,Vietnam Local Aid Recipient,23000,1,10,110,C01,Regional Initiatives (Vietnam/Laos PDR/Cambodia): 1st PMT for Renovating Hai Thanh primary school Hai Thanh primary school,74010,,01/01/2016,31/12/2016,Regional Initiatives (Vietnam/Laos PDR/Cambodia): 1st PMT for Renovating Hai Thanh primary school Hai Thanh primary school,0,1,1,,,1,1,,0,0,1,0,918,5.80371,5.80371, 0.01 , 0.01 ,,,5.80371,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,1,2016000444,B1VIEOB4RP-VIEOB4RI,8,769,Vietnam Local Aid Recipient,23000,1,10,110,C01,Regional Initiatives (Vietnam/Laos PDR/Cambodia): 1st PMT for Renovating Hai Quy secondary school Hai Quy secondary school,74010,,01/01/2016,31/12/2016,Regional Initiatives (Vietnam/Laos PDR/Cambodia): 1st PMT for Renovating Hai Quy secondary school Hai Quy secondary school,0,1,1,,,1,1,,0,0,1,0,918,6.4041,6.4041, 0.01 , 0.01 ,,,6.4041,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,1,2016000442,B1VIEOB4RP-VIEOB4RI,8,769,Vietnam Local Aid Recipient,23000,1,10,110,C01,Regional Initiatives (Vietnam/Laos PDR/Cambodia): 1st PMT for Renovating Hai Thai secondary school Hai Thai secondary school,74010,,01/01/2016,31/12/2016,Regional Initiatives (Vietnam/Laos PDR/Cambodia): 1st PMT for Renovating Hai Thai secondary school Hai Thai secondary school,0,1,1,,,1,1,,0,0,1,0,918,6.80435,6.80435, 0.01 , 0.01 ,,,6.80435,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,1,2016000446,B1VIEOB4RP-VIEOB4RI,8,769,Vietnam Local Aid Recipient,23000,1,10,110,C01,Regional Initiatives (Vietnam/Laos PDR/Cambodia): 1st PMT for Renovating Trieu Thanh primary school Trieu Thanh primary school,74010,,01/01/2016,31/12/2016,Regional Initiatives (Vietnam/Laos PDR/Cambodia): 1st PMT for Renovating Trieu Thanh primary school Trieu Thanh primary school,0,1,1,,,1,1,,0,0,1,0,918,5.44348,5.44348, 0.01 , 0.01 ,,,5.44348,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,1,2016000467,B1VIEOB4RP-VIEOB4RI,8,769,Vietnam Local Aid Recipient,23000,1,10,110,C01,Regional Initiatives (Vietnam/Laos PDR/Cambodia),99810,,01/01/2016,31/12/2016,Regional Initiatives (Vietnam/Laos PDR/Cambodia),0,0,1,,,1,,,0,0,0,0,918,5.21576,5.21576, 0.01 , 0.01 ,,,5.21576,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,1,2016000604,B2ICMPS-MICRO001,8,261,NGOs based in recipient countries,23000,1,10,110,C01,MICRO PROJECTS - GENERAL: ST THERESA  MP-03-16 IDP PHC,99810,,01/01/2016,31/12/2016,MICRO PROJECTS - GENERAL: ST THERESA  MP-03-16 IDP PHC,1,,2,,,1,,,,,,,918,15,15, 0.02 , 0.02 ,,,15,,,,,,,,,,,,,,,,,,,,2,,,,
2016,01/01/2016,21,1,2016000431,B1VIEOB4RP-VIEOB4RI,8,769,Vietnam Local Aid Recipient,23000,1,10,110,C01,Regional Initiatives (Vietnam/Laos PDR/Cambodia): ACCD,99810,,01/01/2016,31/12/2016,Regional Initiatives (Vietnam/Laos PDR/Cambodia): ACCD,,1,,,,,,,0,0,1,0,918,15.99429,15.99429, 0.02 , 0.02 ,,,15.99429,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,1,2016000169,B1MOZPSD-PSDPRESDEV,8,259,CENTRO REG. DE DESENV. SANITARIO DE MAPUTO,23000,1,10,110,C01,Programme Research & Development: Programme Support & Development,99810,,01/01/2016,31/12/2016,Programme Research & Development: Programme Support & Development,0,0,0,,,1,,,0,0,0,0,918,22.41783,22.41783, 0.02 , 0.02 ,,,22.41783,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,1,2016000238,B1SIERRAPSDMICR-PSDMICRO,8,272,St. Joseph's School for the Hearing Impaired,23000,1,10,110,C01,Micro Projects Sierra Leone: Funding Support to Extra Classes for Students andCapacity Building for the Teachers in 2017 St Joseph's Schoo,99810,,01/01/2016,31/12/2016,Microprojects - Programme Countries: Micro Projects Sierra Leone: Funding Support to Extra Classes for Students andCapacity Building for the Teachers in 2017 St Joseph's Schoo,0,0,0,,,1,,,0,0,0,0,918,10,10, 0.01 , 0.01 ,,,10,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016000352,B1UGAPSD-PSDMICRO,8,285,ACTION FOR FUNDAMENTAL CHANGE AND DEVELOPMENT,23000,1,10,110,C01,Microprojects - Programme Countries: Program Management: RE-BRANDING OF FACILITIES & PROCURING OF BOOKS ETC& PROCURING OF BOOKS & SPORTS,99810,,01/01/2016,31/12/2016,Microprojects - Programme Countries: Program Management: RE-BRANDING OF FACILITIES & PROCURING OF BOOKS ETC& PROCURING OF BOOKS & SPORTS,0,0,0,,,1,,,0,0,0,0,918,1.5,1.5, 0.00 , 0.00 ,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,1,2016000345,B1UGAPSD-PSDMICRO,8,285,THE NNABAGEREKA DEV'T FOUNDATION,23000,1,10,110,C01,Microprojects - Programme Countries: Program Management: REVIVING CULTURAL VALUES OBUNTUBULAMUBUGANDA TOOL VALUES PACKAGESTRAINING OF CULTURAL VLUES,99810,,01/01/2016,31/12/2016,Microprojects - Programme Countries: Program Management: REVIVING CULTURAL VALUES OBUNTUBULAMUBUGANDA TOOL VALUES PACKAGESTRAINING OF CULTURAL VLUES,0,0,0,,,1,,,0,0,0,0,918,1.32275,1.32275, 0.00 , 0.00 ,,,1.32275,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,1,2016000346,B1UGAPSD-PSDMICRO,8,285,SERVICE AND TRAINING FOR DEVELOPMENT,23000,1,10,110,C01,Microprojects - Programme Countries: Program Management: SCHOOL FEES AND SCHOLASTIC MATERIALS FOR DEAF CHILDEAF CHILDRENSCHOOL REQUIRMENTS - DEAF KIDS,99810,,01/01/2016,31/12/2016,Microprojects - Programme Countries: Program Management: SCHOOL FEES AND SCHOLASTIC MATERIALS FOR DEAF CHILDEAF CHILDRENSCHOOL REQUIRMENTS - DEAF KIDS,0,0,0,,,1,,,0,0,0,0,918,2,2, 0.00 , 0.00 ,,,2,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,1,2016000516,B1ZAMPSD-PSDMICRO,8,288,MULELE OLD PEOPLES VILLAGE,23000,1,10,110,C01,Microprojects - Programme Countries: HOM GRNT MULELE OLD PEOPLES HOME - SOLAR FREEZER FPURCHASE SOLAR FREEZERIGA VULNERABLE COMMUNITY,99810,,01/01/2016,31/12/2016,"Microprojects - Programme Countries: Programme Quality, Support & Devt: HOM GRNT MULELE OLD PEOPLES HOME - SOLAR FREEZER FPURCHASE SOLAR FREEZERIGA VULNERABLE COMMUNITY",1,0,1,,,1,1,,0,0,0,0,918,1.8915,1.8915, 0.00 , 0.00 ,,,1.8915,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,1,2016000356,B1UGAPSD-PSDMICRO,8,285,Bishop Magambo Counsellor Training Institute,23000,1,10,110,C01,Microprojects - Programme Countries: Program Management: COMPUTERS AND WI-FI FOR STUDENTSPROCURE 5 COMPUTERS & 1 WI-FI,99810,,01/01/2016,31/12/2016,Microprojects - Programme Countries: Program Management: COMPUTERS AND WI-FI FOR STUDENTSPROCURE 5 COMPUTERS & 1 WI-FI,0,0,0,,,1,1,,0,0,0,0,918,2,2, 0.00 , 0.00 ,,,2,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,1,2016000349,B1UGAPSD-PSDMICRO,8,285,WAGWOKE WUNU,23000,1,10,110,C01,Microprojects - Programme Countries: Program Management: PROCURE BOREHOLE EQUIPMENTREPAIR BOREHOLEPURCHASE PIPES AND RODS,99810,,01/01/2016,31/12/2016,Microprojects - Programme Countries: Program Management: PROCURE BOREHOLE EQUIPMENTREPAIR BOREHOLEPURCHASE PIPES AND RODS,0,1,0,,,1,1,,0,0,1,0,918,2.5,2.5, 0.00 , 0.00 ,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,1,2016000350,B1UGAPSD-PSDMICRO,8,285,HOPEFUL HEARTS CHARITABLE TRUST,23000,1,10,110,C01,Microprojects - Programme Countries: Program Management: CONSTRUCTS PIT LATRINE WITH 6 TOILETSFUNDS TO CONSTRUCT  TOILETS,99810,,01/01/2016,31/12/2016,Microprojects - Programme Countries: Program Management: CONSTRUCTS PIT LATRINE WITH 6 TOILETSFUNDS TO CONSTRUCT  TOILETS,0,0,0,,,1,1,,0,0,0,0,918,2.5,2.5, 0.00 , 0.00 ,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,1,2016000518,B1ZAMPSD-PSDMICRO,8,288,Cheshire Homes Society Of Zambia,23000,1,10,110,C01,"Microprojects - Programme Countries: Programme Quality, Support & Devt: Home Fund for Cheshire Homes in KaomaPurchase of water pump",99810,,01/01/2016,31/12/2016,"Microprojects - Programme Countries: Programme Quality, Support & Devt: Home Fund for Cheshire Homes in KaomaPurchase of water pump",1,0,1,,,1,1,,0,0,0,0,918,2.06872,2.06872, 0.00 , 0.00 ,,,2.06872,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,1,2016001785,B2PROJECT-CSFPPROJECT,8,288,Bothar Ltd,22000,1,10,110,C01,Civil Society Project Funding: CSF04-16 YR 2 GRANT IRISH AID,99810,,01/01/2016,31/12/2016,Civil Society Project Funding: CSF04-16 YR 2 GRANT IRISH AID,0,0,0,,,1,,,,,,,918,10.907,10.907, 0.01 , 0.01 ,,,10.907,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001653,B2PROJECT-CSFPPROJECT,8,238,Orbis Ireland,22000,1,10,110,C01,Civil Society Project Funding: CSF034-1401-IRISH AID GRANT Y3,99810,,01/01/2016,31/12/2016,Civil Society Project Funding: CSF034-1401-IRISH AID GRANT Y3,0,0,0,,,1,,,,,,,918,10,10, 0.01 , 0.01 ,,,10,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001639,B2PROJECT-CSFPPROJECT,8,218,Friends In Ireland,22000,1,10,110,C01,Civil Society Project Funding: CSF08-16 IRISH AID YEAR 1 GRAN,99810,,01/01/2016,31/12/2016,Civil Society Project Funding: CSF08-16 IRISH AID YEAR 1 GRAN,0,0,0,,,1,,,,,,,918,4.67,4.67, 0.01 , 0.01 ,,,4.67,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016000311,B1TANPSD-PSDMICRO,8,282,PEMBA SUPPORT IRELAND,22000,1,10,110,C01,"Microprojects: Programme Support Development: Improve Socio economic status of women and youthin Micheweni,Hindi,Mayunga &Makombeni",16010,,01/01/2016,31/12/2016,"Microprojects - Programme Countries: Programme Support Development: Improve Socio economic status of women and youth in Micheweni,Hindi,Mayunga &Makombeni",2,0,1,,,1,,,0,0,0,0,918,8.7,8.7, 0.01 , 0.01 ,,,8.7,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,1,2016001781,B2PROJECT-CSFPPROJECT,8,288,Habitat For Humanity Ireland,22000,1,10,110,C01,Civil Society Project Funding: Project Grant Year 1,16030,,01/01/2016,31/12/2016,Civil Society Project Funding: Project Grant Year 1,1,0,1,,,1,,,,,,,918,8.554,8.554, 0.01 , 0.01 ,,,8.554,,,,,,,,,,,,,,,,,,,,1,,,,
2016,01/01/2016,21,1,2016001777,B2PROJECT-CSFPPROJECT,8,288,Habitat For Humanity Ireland,22000,1,10,110,C01,Civil Society Project Funding: Project Grant Year 1,22010,,01/01/2016,31/12/2016,Civil Society Project Funding: Project Grant Year 1,1,0,1,,,1,,,,,,,918,0.436,0.436, 0.00 , 0.00 ,,,0.436,,,,,,,,,,,,,,,,,,,,1,,,,
2016,01/01/2016,21,1,2016001778,B2PROJECT-CSFPPROJECT,8,288,Habitat For Humanity Ireland,22000,1,10,110,C01,Civil Society Project Funding: Project Grant Year 1,22030,,01/01/2016,31/12/2016,Civil Society Project Funding: Project Grant Year 1,1,0,1,,,1,,,,,,,918,9.986,9.986, 0.01 , 0.01 ,,,9.986,,,,,,,,,,,,,,,,,,,,1,,,,
2016,01/01/2016,21,1,2016001773,B2PROJECT-CSFPPROJECT,8,288,Camara Education Ltd.,22000,1,10,110,C01,Civil Society Project Funding: CSF02-15 Year 2 Grant Payment Irish Aid,99810,,01/01/2016,31/12/2016,Civil Society Project Funding: CSF02-15 Year 2 Grant Payment Irish Aid,1,0,1,,,1,,,,,,,918,18.631,18.631, 0.02 , 0.02 ,,,18.631,,,,,,,,,,,,,,,,,,,,0,,,,
2016,01/01/2016,21,1,2016001782,B2PROJECT-CSFPPROJECT,8,288,Habitat For Humanity Ireland,22000,1,10,110,C01,Civil Society Project Funding: Project Grant Year 1,16040,,01/01/2016,31/12/2016,Civil Society Project Funding: Project Grant Year 1,1,0,1,,,1,,,,,,,918,37.444,37.444, 0.04 , 0.04 ,,,37.444,,,,,,,,,,,,,,,,,,,,1,,,,
2016,01/01/2016,21,1,2016000481,B1ZAMOP1.3ILO-ZAMOP1.3LIP,8,288,Self Help Africa,22000,1,10,110,C01,IRISH AID LOCAL DEV PROG(NP-SHA): Improved Livelihoods Options: 2016 GRANT FUNDING - 1st TRANCHEIMPLEMENT 2016 ACTIVITIES,31120,,01/01/2016,31/12/2016,IRISH AID LOCAL DEV PROG(NP-SHA): Improved Livelihoods Options: 2016 GRANT FUNDING - 1st TRANCHEIMPLEMENT 2016 ACTIVITIES,1,2,1,1,,1,,,2,1,1,0,918,780,780, 0.86 , 0.86 ,,,780,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,1,2016000479,B1ZAMOP1.3ILO-ZAMOP1.3HIV,8,288,Self Help Africa,22000,1,10,110,C01,HOUSEHOLDS IN DISTRESS-HIV PROG: Improved Livelihoods Options: 2016 GRANT FUNDING TO HID THROUGH SHA-2ND TRANCHE,16064,,01/01/2016,31/12/2016,HOUSEHOLDS IN DISTRESS-HIV PROG: Improved Livelihoods Options: 2016 GRANT FUNDING TO HID THROUGH SHA-2ND TRANCHINVOICE:ZD6/IALDPIMPLEMENT 2016 ACTIVITIES,1,2,1,,,1,,,2,1,1,0,918,50,50, 0.06 , 0.06 ,,,50,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,1,2016000480,B1ZAMOP1.3ILO-ZAMOP1.3LIP,8,288,Self Help Africa,22000,1,10,110,C01,IRISH AID LOCAL DEV PROG(NP-SHA): Improved Livelihoods Options: 2016 GRANT FUNDING-2ND TRANCHEINVOICE:ZD6/IALDP/008IMPLEMENT 2016 ACTIVITIES,31120,,01/01/2016,31/12/2016,IRISH AID LOCAL DEV PROG(NP-SHA): Improved Livelihoods Options: 2016 GRANT FUNDING-2ND TRANCHEINVOICE:ZD6/IALDP/008IMPLEMENT 2016 ACTIVITIES,1,2,1,1,,1,,,2,1,1,0,918,520,520, 0.58 , 0.58 ,,,520,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,1,2016000126,B1MOZOB1BRP-MOZOB1INDCO,8,259,Minist. Da Industr. E Comercio,12001,1,10,110,C01,Ministry Of Ind. And Commerce: Increase capacity and resilience of poor people: 100% DISBURSEMENT OF 2016 FUNDS FOR MICSUPPORT TO PRIVATE SECTOR DEV.,25010,,01/01/2016,31/12/2016,Ministry Of Ind. And Commerce: Increase capacity and resilience of poor people: 100% DISBURSEMENT OF 2016 FUNDS FOR MICSUPPORT TO PRIVATE SECTOR DEV.,0,0,0,2,,1,,,0,0,0,0,918,300,300, 0.33 , 0.33 ,,,300,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,1,2016000318,B1TANPSD-PSDPRESDEV,8,282,NATIONAL BUREAU OF STATISTICS,12001,1,10,110,C01,Programme Research & Development: Programme Support Development: support the overall objective of implementing thehousehold budget survey for2017/2018,16030,,01/01/2016,31/12/2016,Programme Research & Development: Programme Support Development: support the overall objective of implementing thehousehold budget survey for2017/2018,1,0,1,,,1,,,0,0,0,0,918,65,65, 0.07 , 0.07 ,,,65,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,1,2016000499,B1ZAMOP3.1EDU-ZAMOP3.1MOE,8,288,Ministry Of Education -Swap,12001,1,10,110,C01,MINISTRY OF EDUCATION POOL FUND: Education Policy & Programming: 2016 GRANT - SUPPORT EDU POLICY DEVELOPMENTEDUCATION POLICY DEVELOPMENT,11110,,01/01/2016,31/12/2016,MINISTRY OF EDUCATION POOL FUND: Education Policy & Programming: 2016 GRANT - SUPPORT EDU POLICY DEVELOPMENTEDUCATION POLICY DEVELOPMENT,1,0,1,,,1,,,0,0,0,0,918,50.635,50.635, 0.06 , 0.06 ,,,50.635,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,1,2016000495,B1ZAMOP2.3PFM-ZAMOP2.3PFM,8,288,National Assembly,12001,1,10,110,C01,PARLIAMENTARY REFORM PROGRAMME: Strengthen Grz Financial Accountability: Increased Access to Parlia InfoSupt Selected Parlia Committes,15153,,01/01/2016,31/12/2016,PARLIAMENTARY REFORM PROGRAMME: Strengthen Grz Financial Accountability: 2016 Grant Funding-Increased Access to Parlia InfoSupt Selected Parlia Committes,0,0,2,,,1,,,0,0,0,0,918,125,125, 0.14 , 0.14 ,,,125,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,1,2016000494,B1ZAMOP2.3PFM-ZAMOP2.3OAG,8,288,OFFICE OF THE AUDITOR GENERAL,12001,1,10,110,C01,OAG-STRENGTHENING CAPACITY FOR SPECIALISED AUDITS: Strengthen Grz Financial Accountability: 2016 GRANT TO AUDITOR GENERAL FOR FORENSIC AUDIT,15111,,01/01/2016,31/12/2016,OAG-STRENGTHENING CAPACITY FOR SPECIALISED AUDITS: Strengthen Grz Financial Accountability: 2016 GRANT TO AUDITOR GENERAL FOR FORENSIC AUDIT,1,0,2,,,1,,,0,0,0,0,918,225,225, 0.25 , 0.25 ,,,225,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,1,2016000245,B1SIERRAPSD-SLOB3GBV,8,272,Miscellaeous,12000,1,10,110,C01,"Teenage Pregnancy, SGBV Ser, Advocacy and Coordin: Programme Quality, Support & Devt: Support for the 3rd Menstrual Hygiene Celebration Day",13020,,01/01/2016,31/12/2016,"Teenage Pregnancy, SGBV Ser, Advocacy and Coordin: Programme Quality, Support & Devt: Support for the 3rd Menstrual Hygiene CelebrationDay- National Secretariat forthe Reduction of Teenage Pregn",2,0,0,,,1,,,0,0,0,0,918,1.54712,1.54712, 0.00 , 0.00 ,,,1.54712,,,,,,,,,,,,,,,,,,,,4,,,,
2016,01/01/2016,21,1,2016000277,B1TANOB3LHS-TANOB3SPEQ,8,282,Ministry Of Health And Social Welfare,12001,1,10,110,C01,Service Performance and Equity: Improving Local Health Services: Support supervision to training institution &LGA'Simplementing National CBHP,12281,,01/01/2016,31/12/2016,Service Performance and Equity: Improving Local Health Services: Support supervision to training institution &LGA'Simplementing National CBHP,2,0,2,,,1,,,0,0,0,0,918,24.897,24.897, 0.03 , 0.03 ,,,24.897,,,,,,,,,,,,,,,,,,,,2,,,,
2016,01/01/2016,21,1,2016000275,B1TANOB3LHS-TANOB3SPEQ,8,282,Ministry Of Health And Social Welfare,12001,1,10,110,C01,Service Performance and Equity: Improving Local Health Services: Support to the Orientation of Council CBHP co-ordinators in the Central zone forYR17,12281,,01/01/2016,31/12/2016,Service Performance and Equity: Improving Local Health Services: Support to the Orientation of Council CBHP co-ordinators in the Central zone forYR17,2,0,2,,,1,,,0,0,0,0,918,7.756,7.756, 0.01 , 0.01 ,,,7.756,,,,,,,,,,,,,,,,,,,,2,,,,
2016,01/01/2016,21,1,2016000370,B1VIEOB1PRP-VIEOB1P135,8,769,Vietnam Local Supplier,12000,1,10,110,C01,Poverty Reduction Ethnic Minorities - P135: TA.2016.VN.1: Support acticities to CEMA PRPP project,43040,,01/01/2016,31/12/2016,Poverty Reduction Ethnic Minorities - P135: TA.2016.VN.1: Support acticities to CEMA PRPP project,0,0,1,,,1,,,0,0,0,0,918,160,160, 0.18 , 0.18 ,,,160,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,1,2016000438,B1VIEOB4RP-VIEOB4RI,8,769,State Audit Of Vietnam,12000,1,10,110,C01,Regional Initiatives (Vietnam/Laos PDR/Cambodia): RI.2015.VN.8: 2nd PMT for supporting the Audit State Audit of Vietnam,99810,,01/01/2016,31/12/2016,Regional Initiatives (Vietnam/Laos PDR/Cambodia): RI.2015.VN.8: 2nd PMT for supporting the Audit State Audit of Vietnam,0,0,2,,,1,,,0,0,0,0,918,15,15, 0.02 , 0.02 ,,,15,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,1,2016000448,B1VIEOB4RP-VIEOB4RI,8,769,Vietnam Local Aid Recipient,12000,1,10,110,C01,Regional Initiatives (Vietnam/Laos PDR/Cambodia): Final PMT for RI.2014.VN.4:supporting the audit State Audit of Vietnam,99810,,01/01/2016,31/12/2016,Regional Initiatives (Vietnam/Laos PDR/Cambodia): Final PMT for RI.2014.VN.4:supporting the audit State Audit of Vietnam,0,0,,,,1,,,0,0,0,0,918,8.74404,8.74404, 0.01 , 0.01 ,,,8.74404,,,,,,,,,,,,,,,,,,,,,,,,
2016,01/01/2016,21,1,2016000463,B1VIEOB4RP-VIEOB4RI,8,769,Vietnam Local Aid Recipient,12000,1,10,110,C01,Regional Initiatives (Vietnam/Laos PDR/Cambodia): Final PMT: Conference on the law in Lam Dong National Legal Aid Agency,99810,,01/01/2016,31/12/2016,Regional Initiatives (Vietnam/Laos PDR/Cambodia): Final PMT: Conference on the law in Lam Dong National Legal Aid Agency,0,0,1,,,1,,,0,0,0,0,918,10.91568,10.91568, 0.01 , 0.01 ,,,10.91568,,,,,,,,,,,,,,,,,,,,,,,,
