iati-identifier,hierarchy,last-updated-datetime,default-language,reporting-org,reporting-org-ref,reporting-org-type,reporting-org-type-code,title,description,activity-status-code,start-planned,end-planned,start-actual,end-actual,participating-org (Accountable),participating-org-ref (Accountable),participating-org-type (Accountable),participating-org-type-code (Accountable),participating-org (Funding),participating-org-ref (Funding),participating-org-type (Funding),participating-org-type-code (Funding),participating-org (Extending),participating-org-ref (Extending),participating-org-type (Extending),participating-org-type-code (Extending),participating-org (Implementing),participating-org-ref (Implementing),participating-org-type (Implementing),participating-org-type-code (Implementing),recipient-country-code,recipient-country,recipient-country-percentage,recipient-region-code,recipient-region,recipient-region-percentage,sector-code,sector,sector-percentage,sector-vocabulary,sector-vocabulary-code,collaboration-type-code,default-finance-type-code,default-flow-type-code,default-aid-type-code,default-tied-status-code,default-currency,currency,total-Commitment,total-Disbursement,total-Expenditure,total-Incoming Funds,total-Interest Repayment,total-Loan Repayment,total-Reimbursement
XM-DAC-21-1-2019001117B2MISCARA-CSFSTRAT,2,2021-03-16 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,INSTITUTE OF THE BLESSED VIRGIN MARY (LORETO) EMPOWERING GIRL LEADERS TO ANI,INSTITUTE OF THE BLESSED VIRGIN MARY (LORETO) EMPOWERING GIRL LEADERS TO ANI,4,,,2019-01-01,2019-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,AL,Albania,,,,,,,,,,1,110,10,,,EUR,,0,9448,0,0,0,0,0
XM-DAC-21-1-2019001118B2MISCARA-CSFSTRAT,2,2021-03-16 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DE LA SALLE BROTHERS BASIC LIFE SKILLS FOR YOUTH AN,DE LA SALLE BROTHERS BASIC LIFE SKILLS FOR YOUTH AN,4,,,2019-01-01,2019-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,KH,Cambodia,,,,,,,,,,1,110,10,,,EUR,,0,23780,0,0,0,0,0
XM-DAC-21-1-2019001119B2MISCARA-CSFSTRAT,2,2021-03-16 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,VIATORES CHRISTI HUMAN RIGHTS SUSTAINABLE COMMU,VIATORES CHRISTI HUMAN RIGHTS SUSTAINABLE COMMU,4,,,2019-01-01,2019-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,KH,Cambodia,,,,,,,,,,1,110,10,,,EUR,,0,120135,0,0,0,0,0
XM-DAC-21-1-2019001134B2MISCARA-CSFSTRAT,2,2021-03-16 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,MISEAN CARA MC - SUPPORT COSTS - GENERATIN,MISEAN CARA MC - SUPPORT COSTS - GENERATIN,4,,,2019-01-01,2019-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,,,,998,"Developing countries, unspecified",,,,,,,1,110,10,,,EUR,,0,187539,0,0,0,0,0
XM-DAC-21-1-2019001120B2MISCARA-CSFSTRAT,2,2021-03-16 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DIVINE WORD MISSIONARIES EXPANDING ACCESS TO QUALITY HO,DIVINE WORD MISSIONARIES EXPANDING ACCESS TO QUALITY HO,4,,,2019-01-01,2019-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,PH,Philippines (The),,,,,,,,,,1,110,10,,,EUR,,0,66327,0,0,0,0,0
XM-DAC-21-1-2019001121B2MISCARA-CSFSTRAT,2,2021-03-16 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DIVINE WORD MISSIONARIES EXPANDING ACCESS TO QUALITY HO,DIVINE WORD MISSIONARIES EXPANDING ACCESS TO QUALITY HO,4,,,2019-01-01,2019-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,PH,Philippines (The),,,,,,,,,,1,110,10,,,EUR,,0,9543,0,0,0,0,0
XM-DAC-21-1-2019001122B2MISCARA-CSFSTRAT,2,2021-03-16 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,EDMUND RICE DEVELOPMENT SAMA-BADJAO WOMEN'S LIVELIHOOD,EDMUND RICE DEVELOPMENT SAMA-BADJAO WOMEN'S LIVELIHOOD,4,,,2019-01-01,2019-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,PH,Philippines (The),,,,,,,,,,1,110,10,,,EUR,,0,9543,0,0,0,0,0
XM-DAC-21-1-2019001123B2MISCARA-CSFSTRAT,2,2021-03-16 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,EDMUND RICE DEVELOPMENT SAMA-BADJAO WOMEN'S LIVELIHOOD,EDMUND RICE DEVELOPMENT SAMA-BADJAO WOMEN'S LIVELIHOOD,4,,,2019-01-01,2019-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,PH,Philippines (The),,,,,,,,,,1,110,10,,,EUR,,0,9934,0,0,0,0,0
XM-DAC-21-1-2019001124B2MISCARA-CSFSTRAT,2,2021-03-16 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,GOOD SHEPHERD SISTERS PROFESSIONAL-LEVEL VOCATIONAL,GOOD SHEPHERD SISTERS PROFESSIONAL-LEVEL VOCATIONAL,4,,,2019-01-01,2019-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,TH,Thailand,,,,,,,,,,1,110,10,,,EUR,,0,28629,0,0,0,0,0
XM-DAC-21-1-2019001125B2MISCARA-CSFSTRAT,2,2021-03-16 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,MARIST FATHERS HIV HEALTH PROJECT WITH A FOCU,MARIST FATHERS HIV HEALTH PROJECT WITH A FOCU,4,,,2019-01-01,2019-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,TH,Thailand,,,,,,,,,,1,110,10,,,EUR,,0,22854,0,0,0,0,0
XM-DAC-21-1-2019001126B2MISCARA-CSFSTRAT,2,2021-03-16 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,SALESIAN SISTERS A QUALITY PRIMARY SCHOOL FOR C,SALESIAN SISTERS A QUALITY PRIMARY SCHOOL FOR C,4,,,2019-01-01,2019-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,VN,Viet Nam,,,,,,,,,,1,110,10,,,EUR,,0,14801,0,0,0,0,0
XM-DAC-21-1-2019001127B2MISCARA-CSFSTRAT,2,2021-03-16 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,SALESIAN SISTERS A QUALITY SECONDARY SCHOOL FOR,SALESIAN SISTERS A QUALITY SECONDARY SCHOOL FOR,4,,,2019-01-01,2019-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,VN,Viet Nam,,,,,,,,,,1,110,10,,,EUR,,0,14315,0,0,0,0,0
XM-DAC-21-1-2019001128B2MISCARA-CSFSTRAT,2,2021-03-16 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,MISSIONARY SISTERS OF ST COLUMBAN (INTERNATIONAL) A MANAGERIAL WORKSHOP TO ENHAN,MISSIONARY SISTERS OF ST COLUMBAN (INTERNATIONAL) A MANAGERIAL WORKSHOP TO ENHAN,4,,,2019-01-01,2019-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,,,,798,"Asia, regional",,,,,,,1,110,10,,,EUR,,0,17894,0,0,0,0,0
XM-DAC-21-1-2019001129B2MISCARA-CSFSTRAT,2,2021-03-16 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DE LA SALLE BROTHERS ADVANCED MANAGERIAL TRAINING,DE LA SALLE BROTHERS ADVANCED MANAGERIAL TRAINING,4,,,2019-01-01,2019-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,,,,89,"Europe, regional",,,,,,,1,110,10,,,EUR,,0,28594,0,0,0,0,0
XM-DAC-21-1-2019001130B2MISCARA-CSFSTRAT,2,2021-03-16 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,SALESIANS OF DON BOSCO IRELAND RESEARCH AND ENVIRONMENTAL ANA,SALESIANS OF DON BOSCO IRELAND RESEARCH AND ENVIRONMENTAL ANA,4,,,2019-01-01,2019-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,,,,89,"Europe, regional",,,,,,,1,110,10,,,EUR,,0,21871,0,0,0,0,0
XM-DAC-21-1-2019001131B2MISCARA-CSFSTRAT,2,2021-03-16 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,SALESIANS OF DON BOSCO IRELAND LAUDATI SI GREEN ENERGY CONFER,SALESIANS OF DON BOSCO IRELAND LAUDATI SI GREEN ENERGY CONFER,4,,,2019-01-01,2019-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,,,,89,"Europe, regional",,,,,,,1,110,10,,,EUR,,0,10935,0,0,0,0,0
XM-DAC-21-1-2019001132B2MISCARA-CSFSTRAT,2,2021-03-16 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,SOCIETY OF THE DIVINE SAVIOUR PROFESSIONAL-LEVEL VOCATIONAL,SOCIETY OF THE DIVINE SAVIOUR PROFESSIONAL-LEVEL VOCATIONAL,4,,,2019-01-01,2019-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,,,,89,"Europe, regional",,,,,,,1,110,10,,,EUR,,0,28582,0,0,0,0,0
XM-DAC-21-1-2019001135B2MISCARA-CSFSTRAT,2,2021-03-16 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,MISEAN CARA MC - SUPPORT COSTS - GOVERNANC,MISEAN CARA MC - SUPPORT COSTS - GOVERNANC,4,,,2019-01-01,2019-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,,,,998,"Developing countries, unspecified",,,,,,,1,110,10,,,EUR,,0,228479,0,0,0,0,0
XM-DAC-21-1-2019001136B2MISCARA-CSFSTRAT,2,2021-03-16 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,IRISH JESUIT MISSIONS JRS IRELAND RESEARCH PROJECT,IRISH JESUIT MISSIONS JRS IRELAND RESEARCH PROJECT,4,,,2019-01-01,2019-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,,,,998,"Developing countries, unspecified",,,,,,,1,110,10,,,EUR,,0,10935,0,0,0,0,0
XM-DAC-21-1-2019001137B2PROGRAM-CSFPRGFND,2,2021-03-16 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,OBJECTIVE 1: MARGINALISED WOMEN AND MEN REALISE TH EIR HUMAN RIGHTS BY HAVING MOR,OBJECTIVE 1: MARGINALISED WOMEN AND MEN REALISE TH EIR HUMAN RIGHTS BY HAVING MOR,4,,,2019-01-01,2019-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,AO,Angola,,,,,,,,,,1,110,10,,,EUR,,0,164227,0,0,0,0,0
XM-DAC-21-1-2019001138B2PROGRAM-CSFPRGFND,2,2021-03-16 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,"OBJECTIVE 2 : MARGINALISED WOMEN AND MEN FACING VI OLENCE HAVE GREATER SAFETY, SE","OBJECTIVE 2 : MARGINALISED WOMEN AND MEN FACING VI OLENCE HAVE GREATER SAFETY, SE",4,,,2019-01-01,2019-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,AO,Angola,,,,,,,,,,1,110,10,,,EUR,,0,136041,0,0,0,0,0
XM-DAC-21-1-2019001139B2PROGRAM-CSFPRGFND,2,2021-03-16 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,OBJECTIVE 3:  MARGINALISED WOMEN AND GIRLS HAVE IN CREASED ACCESS TO AND CONTROL,OBJECTIVE 3:  MARGINALISED WOMEN AND GIRLS HAVE IN CREASED ACCESS TO AND CONTROL,4,,,2019-01-01,2019-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,AO,Angola,,,,,,,,,,1,110,10,,,EUR,,0,131079,0,0,0,0,0
XM-DAC-21-1-2019001140B2PROGRAM-CSFPRGFND,2,2021-03-16 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,"INCREASED INCOME, ASSET OWNERSHIP AND RETURNS FROM  ASSETS FOR EXTREME POOR HOUSE","INCREASED INCOME, ASSET OWNERSHIP AND RETURNS FROM  ASSETS FOR EXTREME POOR HOUSE",4,,,2019-01-01,2019-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,BI,Burundi,,,,,,,,,,1,110,10,,,EUR,,0,590188,0,0,0,0,0
XM-DAC-21-1-2019001141B2PROGRAM-CSFPRGFND,2,2021-03-16 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,TARGET COMMUNITIES AND HOUSEHOLDS ARE MORE SOCIALL Y COHESIVE AND INCLUSIVE OF WO,TARGET COMMUNITIES AND HOUSEHOLDS ARE MORE SOCIALL Y COHESIVE AND INCLUSIVE OF WO,4,,,2019-01-01,2019-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,BI,Burundi,,,,,,,,,,1,110,10,,,EUR,,0,175801,0,0,0,0,0
XM-DAC-21-1-2019001142B2PROGRAM-CSFPRGFND,2,2021-03-16 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,EFFECTIVE POLICY ENGAGEMENT ON THE ADAPTATION OF T HE 'MINIMUM PACKAGE' FOR GOVER,EFFECTIVE POLICY ENGAGEMENT ON THE ADAPTATION OF T HE 'MINIMUM PACKAGE' FOR GOVER,4,,,2019-01-01,2019-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,BI,Burundi,,,,,,,,,,1,110,10,,,EUR,,0,276259,0,0,0,0,0
XM-DAC-21-1-2019001143B2PROGRAM-CSFPRGFND,2,2021-03-16 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,EXTREMELY POOR AND MARGINALISED HOUSEHOLDS HAVE IM PROVED NUTRITION,EXTREMELY POOR AND MARGINALISED HOUSEHOLDS HAVE IM PROVED NUTRITION,4,,,2019-01-01,2019-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,BI,Burundi,,,,,,,,,,1,110,10,,,EUR,,0,213472,0,0,0,0,0
XM-DAC-21-1-2019001144B2PROGRAM-CSFPRGFND,2,2021-03-16 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,TO IMPROVE THE ENROLMENT AND RETENTION OF CHILDREN  WITH DISABILITIES BY STRENGTH,TO IMPROVE THE ENROLMENT AND RETENTION OF CHILDREN  WITH DISABILITIES BY STRENGTH,4,,,2019-01-01,2019-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,CM,Cameroon,,,,,,,,,,1,110,10,,,EUR,,0,164586,0,0,0,0,0
XM-DAC-21-1-2019001145B2PROGRAM-CSFPRGFND,2,2021-03-16 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,"TO IMPROVE THE PARTICIPATION OF PEOPLE WITH DISABI LITIES IN CIVIL SOCIETY, LOCAL","TO IMPROVE THE PARTICIPATION OF PEOPLE WITH DISABI LITIES IN CIVIL SOCIETY, LOCAL",4,,,2019-01-01,2019-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,CM,Cameroon,,,,,,,,,,1,110,10,,,EUR,,0,122526,0,0,0,0,0
XM-DAC-21-1-2019001146B2PROGRAM-CSFPRGFND,2,2021-03-16 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,INCREASED QUALITY OF HEALTH AND NUTRITION SERVICES  IN 12 HEALTH FACILITIES,INCREASED QUALITY OF HEALTH AND NUTRITION SERVICES  IN 12 HEALTH FACILITIES,4,,,2019-01-01,2019-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,CF,Central African Republic (The),,,,,,,,,,1,110,10,,,EUR,,0,324857,0,0,0,0,0
XM-DAC-21-1-2019001147B2PROGRAM-CSFPRGFND,2,2021-03-16 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,"10,000 HOUSEHOLDS IN 20 COMMUNITIES HAVE MORE PROD UCTIVE AND DIVERSE LIVELIHOODS","10,000 HOUSEHOLDS IN 20 COMMUNITIES HAVE MORE PROD UCTIVE AND DIVERSE LIVELIHOODS",4,,,2019-01-01,2019-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,CF,Central African Republic (The),,,,,,,,,,1,110,10,,,EUR,,0,349804,0,0,0,0,0
XM-DAC-21-1-2019001148B2PROGRAM-CSFPRGFND,2,2021-03-16 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,COMMUNITIES AND WOMEN ARE LESS VULNERABLE TO CONFL ICT AND BETTER ABLE TO COPE WI,COMMUNITIES AND WOMEN ARE LESS VULNERABLE TO CONFL ICT AND BETTER ABLE TO COPE WI,4,,,2019-01-01,2019-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,CF,Central African Republic (The),,,,,,,,,,1,110,10,,,EUR,,0,274249,0,0,0,0,0
XM-DAC-21-1-2019001149B2PROGRAM-CSFPRGFND,2,2021-03-16 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,"15,000 HOUSEHOLDS IN 23 COMMUNITIES PRACTICE IMPRO VED HEALTH, NUTRITION AND HYGI","15,000 HOUSEHOLDS IN 23 COMMUNITIES PRACTICE IMPRO VED HEALTH, NUTRITION AND HYGI",4,,,2019-01-01,2019-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,CF,Central African Republic (The),,,,,,,,,,1,110,10,,,EUR,,0,308602,0,0,0,0,0
XM-DAC-21-1-2019001150B2PROGRAM-CSFPRGFND,2,2021-03-16 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,20 COMMUNITIES HAVE REDUCED VULNERABILITY/INCREASE D PREPAREDNESS FOR SPECIFIC DI,20 COMMUNITIES HAVE REDUCED VULNERABILITY/INCREASE D PREPAREDNESS FOR SPECIFIC DI,4,,,2019-01-01,2019-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,CF,Central African Republic (The),,,,,,,,,,1,110,10,,,EUR,,0,42488,0,0,0,0,0
XM-DAC-21-1-2019001151B2PROGRAM-CSFPRGFND,2,2021-03-16 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,"HIGH UPTAKE OF CLIMATE SMART HEALTH, NUTRITION, LI VELIHOOD ETC. BEHAVIOURS AMONG","HIGH UPTAKE OF CLIMATE SMART HEALTH, NUTRITION, LI VELIHOOD ETC. BEHAVIOURS AMONG",4,,,2019-01-01,2019-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,TD,Chad,,,,,,,,,,1,110,10,,,EUR,,0,1010021,0,0,0,0,0
XM-DAC-21-1-2019001152B2PROGRAM-CSFPRGFND,2,2021-03-16 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,IMPROVED ACCESS TO QUALITY EDUCATION SERVICES FOR BOYS AND GIRLS (FROM 2018 ONWA,IMPROVED ACCESS TO QUALITY EDUCATION SERVICES FOR BOYS AND GIRLS (FROM 2018 ONWA,4,,,2019-01-01,2019-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,TD,Chad,,,,,,,,,,1,110,10,,,EUR,,0,84438,0,0,0,0,0
XM-DAC-21-1-2019001153B2PROGRAM-CSFPRGFND,2,2021-03-16 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,GENDER INEQUALITY IS REDUCED THROUGH INCREASED PAR TICIPATION OF WOMEN IN DECISIO,GENDER INEQUALITY IS REDUCED THROUGH INCREASED PAR TICIPATION OF WOMEN IN DECISIO,4,,,2019-01-01,2019-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,TD,Chad,,,,,,,,,,1,110,10,,,EUR,,0,200227,0,0,0,0,0
XM-DAC-21-1-2019001154B2PROGRAM-CSFPRGFND,2,2021-03-16 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,"COMMUNITIES, LOCAL, REGIONAL AND NATIONAL STAKEHOL DERS HAVE ACCESS TO RELEVANT E","COMMUNITIES, LOCAL, REGIONAL AND NATIONAL STAKEHOL DERS HAVE ACCESS TO RELEVANT E",4,,,2019-01-01,2019-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,TD,Chad,,,,,,,,,,1,110,10,,,EUR,,0,55403,0,0,0,0,0
XM-DAC-21-1-2019001155B2PROGRAM-CSFPRGFND,2,2021-03-16 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,"GRADUATION BENEFICIARIES (WOMEN AND MEN) HAVE INCR EASED INCOME, IMPROVED NUTRITI","GRADUATION BENEFICIARIES (WOMEN AND MEN) HAVE INCR EASED INCOME, IMPROVED NUTRITI",4,,,2019-01-01,2019-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,CD,Congo (The Democratic Republic Of The),,,,,,,,,,1,110,10,,,EUR,,0,530000,0,0,0,0,0
XM-DAC-21-1-2019001156B2PROGRAM-CSFPRGFND,2,2021-03-16 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,IMPROVED PARTICIPATION OF WOMEN IN HOUSEHOLD AND C OMMUNITY LEVEL DECISION-MAKING,IMPROVED PARTICIPATION OF WOMEN IN HOUSEHOLD AND C OMMUNITY LEVEL DECISION-MAKING,4,,,2019-01-01,2019-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,CD,Congo (The Democratic Republic Of The),,,,,,,,,,1,110,10,,,EUR,,0,50000,0,0,0,0,0
XM-DAC-21-1-2019001157B2PROGRAM-CSFPRGFND,2,2021-03-16 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,REDUCED VULNERABILITY OF TARGET HOUSEHOLDS TO WATE R BORNE DISEASES AND HEALTH RE,REDUCED VULNERABILITY OF TARGET HOUSEHOLDS TO WATE R BORNE DISEASES AND HEALTH RE,4,,,2019-01-01,2019-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,CD,Congo (The Democratic Republic Of The),,,,,,,,,,1,110,10,,,EUR,,0,300000,0,0,0,0,0
XM-DAC-21-1-2019001158B2PROGRAM-CSFPRGFND,2,2021-03-16 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,INCREASED ENGAGEMENT OF LOCAL AUTHORITIES WITH TAR GET POPULATIONS FOR IMPROVED W,INCREASED ENGAGEMENT OF LOCAL AUTHORITIES WITH TAR GET POPULATIONS FOR IMPROVED W,4,,,2019-01-01,2019-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,CD,Congo (The Democratic Republic Of The),,,,,,,,,,1,110,10,,,EUR,,0,120000,0,0,0,0,0
XM-DAC-21-1-2019001159B2PROGRAM-CSFPRGFND,2,2021-03-16 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,OBJECTIVE 1: MHHS AND FHHS IMPLEMENT IMPROVED AGRI CULTURAL AND WATER MANAGEMENT,OBJECTIVE 1: MHHS AND FHHS IMPLEMENT IMPROVED AGRI CULTURAL AND WATER MANAGEMENT,4,,,2019-01-01,2019-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,CD,Congo (The Democratic Republic Of The),,,,,,,,,,1,110,10,,,EUR,,0,217969,0,0,0,0,0
XM-DAC-21-1-2019001160B2PROGRAM-CSFPRGFND,2,2021-03-16 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,"OBJECTIVE 2: MARGINALISED GROUPS, INCLUDING PYGMIE S AND FHHS, HAVE INCREASED HOU","OBJECTIVE 2: MARGINALISED GROUPS, INCLUDING PYGMIE S AND FHHS, HAVE INCREASED HOU",4,,,2019-01-01,2019-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,CD,Congo (The Democratic Republic Of The),,,,,,,,,,1,110,10,,,EUR,,0,290208,0,0,0,0,0
XM-DAC-21-1-2019001161B2PROGRAM-CSFPRGFND,2,2021-03-16 00:00:00,en,DFAT / Irish Aid,XM-DAC-21-1,Government,10,OBJECTIVE 3: COMMUNITIES HAVE INCREASED CAPACITY T O MANAGE NATURAL RESOURCES AND,OBJECTIVE 3: COMMUNITIES HAVE INCREASED CAPACITY T O MANAGE NATURAL RESOURCES AND,4,,,2019-01-01,2019-12-31,,,,,DFAT / Irish Aid,XM-DAC-21-1,Government,10,DFAT / Irish Aid,XM-DAC-21-1,Government,10,,,,,CD,Congo (The Democratic Republic Of The),,,,,,,,,,1,110,10,,,EUR,,0,109955,0,0,0,0,0
